newid,ind,hsize,hsize1,relationship,date,sex,age,marital,migrant,migrant_any,village,madrasa,madrasa_year,school,student,currgrade,maxgrade,paeduc,maeduc,ill,disable,disable_perm,hrelig,religious,jumma,waqt,wrkstat,mo_remit,occ1,hrs_wk1,days_wk1,mo_yr1,tenure1,mo_wageinc1,mo_nonwageinc1,occ2,hrs_wk2,days_wk2,mo_yr2,tenure2,mo_wageinc2,mo_nonwageinc2,microf,microf_name1,microf_name2,microf_name3,mo_microf,microloan_curr1,microloan_curr2,curr_mig,migr_perm,migrcurr_dur,migrcurr_country,migrcurr_occ,migrcurr_inc,migrcurr_hrswk,migrcurr_remmo,migr1_dur,migr1_country,migr1_occ,migr1_inc,migr1_hrswk,migr1_remmo,happy,happy_future,wwactivities,ystrhappy,ystrworry,ystrdepress,satcur_livstandard,satcur_health,satcur_achieve,satcur_fam,satcur_safe,satcur_comm,satcur_finsec,satcur_leistime,satcur_socenv,satcur_job,cur_overworked,curtrust_employer,curtrust_coworker,sat5yr_livstandard,sat5yr_health,sat5yr_achieve,sat5yr_fam,sat5yr_safe,sat5yr_comm,sat5yr_finsec,sat5yr_leistime,sat5yr_socenv,sat5yr_job,overworked_5yr,trust_neighb_5yr,trust_locgov_5yr,trust_employer_5yr,trust_religlead_5yr,trust_coworker_5yr,trust_relatives_5yr,status_prof,relfinan_profession,relfinan_siblings,relfinan_schoolmates,relfinan_neighbors,relfinan_parents,relfinan_extendedfam,relfinan_others,happy_past,curtrust_neighb,curtrust_locgov,curtrust_religlead,curtrust_relatives,global_stat_perc,ownhouse,housetype,cookroom,mainrooms,othrooms,bath_flush,bath_pitlat,bath_bucket,bath_hanging,hhactivity1,hhactivity2,hhactivity3,hhincsource1,hhincsource2,hhincsource3,land_ownop,land_rentedout,land_notown,drinkwater1,drinkwater2,washwater1,washwater2,light1,light2,light3,cookfuel1,cookfuel2,cookfuel3,electricity,naturalgas,generator,phone,cow,chicken,duck,buffalo,goat_sheep,helpers,nonwage_farm,nonwage_nonfarm,govttransfer,other_inc,currinc_2yrsago,currinc_2yrafter,exp_groc,exp_util,exp_hrent,exp_hrelated,exp_school,exp_health,exp_cloth,exp_transport,exp_furniture,exp_recreat,exp_eid,exp_tax,exp_mo,wedding,cost_wedding,birth,cost_birth,death,cost_death,medical,cost_medical,migration_rel,cost_migr,event_other,cost_other,own_weaving1,own_weaving2,own_weaving2flag,own_weaving3,own_weaving4,own_house1,own_house2,own_house2flag,own_house3,own_house4,own_computer1,own_computer2,own_computer2flag,own_computer3,own_computer4,own_cell1,own_cell2,own_cell2flag,own_cell3,own_cell4,own_generator1,own_generator2,own_generator2flag,own_generator3,own_generator4,own_car1,own_car2,own_car2flag,own_car3,own_car4,own_boatp1,own_boatp2,own_boatp2flag,own_boatp3,own_boatp4,own_boatr1,own_boatr2,own_boatr2flag,own_boatr3,own_boatr4,own_rickshaw1,own_rickshaw2,own_rickshaw2flag,own_rickshaw3,own_rickshaw4,own_bicycle1,own_bicycle2,own_bicycle2flag,own_bicycle3,own_bicycle4,own_cart1,own_cart2,own_cart2flag,own_cart3,own_cart4,own_almirah1,own_almirah2,own_almirah2flag,own_almirah3,own_almirah4,own_tractor1,own_tractor2,own_tractor2flag,own_tractor3,own_tractor4,own_television1,own_television2,own_television2flag,own_television3,own_television4,own_fridge1,own_fridge2,own_fridge2flag,own_fridge3,own_fridge4,own_bike1,own_bike2,own_bike2flag,own_bike3,own_bike4,madrasa_binary,day,dayofweek
1010,0,10,10,"Householdhead","26/6/13","Male",19,"Single","Non","No migrants","Shatihati","0",0,11,"Yes",11,.n,5,0,"No","No",.n,"Muslim","Moderate","Regular",5,"Unemployed",.n,"Unemployed",.c,.c,.c,.c,.n,.n,.n,.c,.c,.c,.c,.n,.n,"No",".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Satisfied",.m,"Satisfied",.m,"Quite a bit","Somewhat","Somewhat unsatisfied","Satisfied","Somewhat unsatisfied","Satisfied","Satisfied","Satisfied","Somewhat unsatisfied","Somewhat unsatisfied","Somewhat unsatisfied",.m,.m,.m,.m,"Better","Better","Same","Better","Worse","Same","Better","Same","Better",.m,.m,"Y","Y",.m,"Y",.m,"Y",7,.m,"Same",.m,"Higher",.m,"Worse",.m,"Better","Yes","Yes","Yes","Yes",7,"Owned","Semi-pucca","Y",3,1,0,1,0,0,"Manufacture","Manufacture",.n,"Manufacture","Manufacture",.n,150,100,0,"Tube Well",.m,"Tube Well",.m,"Electricity",.m,.m,"Firewood","Dung/leaves/straw",.m,"Y","N","N","Y",0,0,0,0,0,0,0,0,0,0,"Higher",.m,5000,2000,0,0,1500,1500,500,500,0,0,6000,150,18000,0,.n,1,700,1,3500,1,100000,0,.n,0,.n,.c,1974,"",5000,"N","O",.x,"Y",300000,"Y","N",.n,"",.n,.n,"O",2008,"",400,"N","N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"O",1974,"",15000,"N","N",.n,"",.n,.n,"O",2007,"",5000,"N","O",2010,"",15000,"N","N",.n,"",.n,.n,1,7,5
101,0,3,3,"Householdhead","24/6/13","Female",19,"Married","Non","No migrants","Shatihati","0",0,5,"No",.n,5,0,0,"No","No",.n,"Muslim","Not","Never",0,"Unemployed",.n,.n,.c,.c,.c,.c,.n,.n,.n,.c,.c,.c,.c,.n,.n,"No","Sheba",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Not at all satisfied","Better","Satisfied","Quite a bit","Somewhat","Somewhat","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Not at all satisfied","Satisfied",.m,.m,.m,.m,"Better","Better","Better","Better","Same","Same","Same","Better","Better",.m,.m,"Y","Y",.m,"Y",.m,"Y",,.m,"Same",.m,"Higher","Higher",.m,.m,"Better","Yes","Yes","Yes","Yes",.m,"Owned","Semi-pucca","Y",2,0,0,1,0,0,"Manufacture","Manufacture",.n,"Manufacture","Manufacture",.n,0,0,0,"Tube Well",.m,"Tube Well",.m,"Kerosense",.m,.m,"Firewood",.m,.m,"N","N","N","N",0,1,0,0,0,0,.m,.m,.m,.m,"Lower","Higher",4000,2000,.m,.m,.m,.m,200,200,.m,.m,5000,50,6000,1,5000,0,.n,0,.n,0,.n,0,.n,0,.n,"A",.n,"",.n,.n,"O",.x,"Y",50000,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,5,3
1011,0,7,7,"Wife","26/6/13","Female",50,"Married","Non","No migrants","Shatihati","0",0,2,"No",.n,2,.n,.n,"No","No",.n,.n,"Very","Irregular",4,"Unemployed",.n,"Unemployed",.c,.c,.c,.c,.n,.n,.n,.c,.c,.c,.c,.n,.n,"No",".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Satisfied",.m,"Satisfied",.m,.m,.m,"Satisfied","Somewhat unsatisfied","Satisfied","Satisfied","Satisfied",.m,.m,.m,"Satisfied",.m,.m,.m,.m,"Same","Better","Same","Same","Same",.m,.m,.m,"Same",.m,.m,"Y","Y",.m,"Y",.m,"Y",,.m,"Same",.m,"Same",.m,"Higher",.m,"Same","Yes","Yes","Yes","Yes",.m,"Owned","Semi-pucca","Y",1,2,0,1,0,0,"Agriculture","Agriculture",.n,"Agriculture","Agriculture",.n,100,40,0,"Tube Well",.m,"Tube Well",.m,"Electricity",.m,.m,"Dung/leaves/straw",.m,.m,"Y","N","N","Y",6,2,0,0,2,0,0,0,0,0,"Same","Higher",5000,1000,0,0,150,200,250,0,0,100,6000,.m,7000,1,70000,0,.n,0,.n,0,.n,0,.n,0,.n,"N",.n,"",.n,.n,"O",.m,"",.m,.m,"N",.n,"",.n,.n,"O",.m,"",.m,.m,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,7,5
1012,0,5,5,"Householdhead","26/6/13","Male",38,"Married","Non","No migrants","Shatihati","0",0,3,"No",.n,3,0,.n,"No","No",.n,.n,.m,.n,.n,"Self-Employed",.n,"Weaving",.c,5,12,22,2000,300,.m,.c,.c,.c,.c,.n,.n,"No",".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Somewhat unsatisfied",.m,"Somewhat unsatisfied",.m,.m,"Somewhat","Satisfied","Somewhat unsatisfied","Satisfied","Satisfied","Satisfied","Satisfied","Somewhat unsatisfied","Satisfied","Satisfied","Satisfied","Y","Y","Y","Same","Same","Same","Same","Same","Same","Better","Same","Same","Same","Y","Y","N","Y","Y","Y","Y",7,"Same","Worse","Worse","Same",.m,"Worse",.m,"Same","Yes","No","Yes","Yes",7,"Owned","Semi-pucca","Y",1,1,0,1,0,0,"Manufacture","Manufacture",.n,"Manufacture","Manufacture",.n,30,0,0,"Tube Well",.m,"Tube Well",.m,"Electricity",.m,.m,"Firewood",.m,.m,"Y","N","N","Y",0,0,0,0,0,0,10000,0,0,0,"Higher","Higher",4000,200,.m,0,400,2000,500,.m,.m,.m,10000,40,5000,0,.n,0,.n,0,.n,2,35000,0,.n,1,30000,"O",.x,"Y",36000,.m,"O",.x,"Y",75000,.m,"N",.n,"",.n,.n,"O",.x,"Y",.m,.m,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"O",.x,"Y",5000,.m,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,7,5
1013,0,2,2,"Householdhead","26/6/13","Male",35,"Married","Non","No migrants","Shatihati","0",0,6,"No",.n,6,0,0,"No","No",.n,"Muslim","Moderate","Regular",1,"Employed",.n,"Weaving",8,6,12,2,4000,.n,.m,.c,.c,.c,.c,.n,.n,"No",".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Satisfied",.m,"Somewhat unsatisfied","Not at all","Not at all","Not at all","Satisfied","Satisfied","Somewhat unsatisfied","Satisfied","Somewhat unsatisfied","Satisfied","Somewhat unsatisfied","Satisfied","Satisfied","Satisfied","Y","Y","Y","Same","Same","Same","Same","Same","Same","Same","Same","Same","Same","Y","Y","Y","Y","Y","Y","Y",7,"Higher","Same","Same","Same","Worse","Same",.m,"Same","Yes","Yes","Yes","Yes",7,"Owned","Kacha","Y",1,0,0,1,0,0,"Manufacture","Manufacture",.n,"Manufacture","Manufacture",.n,40,0,0,"Tube Well",.m,"Tube Well",.m,"Electricity",.m,.m,"Firewood",.m,.m,"Y","N","N","Y",0,0,0,0,0,0,0,0,0,.m,"Higher","Higher",2000,150,.m,.m,0,0,.m,0,0,0,6000,40,3000,0,.n,0,.n,0,.n,0,.n,0,.n,0,.n,"O",2010,"",90000,.m,"O",.x,"Y",80000,.m,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"O",2010,"",3000,.m,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,7,5
1014,0,4,4,"Householdhead","26/6/13","Male",48,"Married","Non","No migrants","Shatihati","0",0,0,"No",.n,0,0,0,"No","No",.n,"Muslim","Moderate","Regular",1,"Self-Employed",.n,"Weaving",8,6,12,13,25000,.m,.m,.c,.c,.c,.c,.n,.n,"No",".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Somewhat unsatisfied","Worse","Satisfied",.m,.m,.m,"Satisfied","Satisfied","Satisfied","Satisfied","Somewhat unsatisfied","Satisfied","Somewhat unsatisfied","Satisfied","Satisfied","Satisfied","N","Y","Y","Same","Same","Same","Same","Same","Same","Same","Same","Same","Same","N","Y","Y","Y","Y","Y","Y",10,"Higher","Higher",.m,"Higher",.m,.m,.m,"Better","Yes","Yes","Yes","Yes",10,"Owned","Semi-pucca","Y",2,3,0,1,0,0,"Manufacture","Manufacture",.n,"Manufacture","Manufacture",.n,0,55,0,"Tube Well",.m,"Tube Well",.m,"Electricity",.m,.m,"Firewood",.m,.m,"Y","N","N","Y",0,0,0,0,0,0,.m,0,0,.m,"Lower","Higher",6000,10000,0,30000,800,0,2000,4000,0,150,40000,0,20000,0,.n,0,.n,0,.n,0,.n,0,.n,0,.n,"O",2001,"",220000,.m,"O",.x,"Y",1200000,.m,"N",.n,"",.n,.n,"O",1998,"",5000,.m,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"O",1998,"",5000,"Y","O",2008,"",20000,.m,"N",.n,"",.n,.n,1,7,5
1015,0,4,4,"Householdhead","26/6/13","Male",65,"Married","Non","No migrants","Shatihati","0",0,0,"No",.n,0,0,0,"No","No",.n,"Muslim","Very","Regular",5,"Employed",.n,"Business (small)",10,7,12,40,.m,.m,.m,.c,.c,.c,.c,.n,.n,"No",".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Somewhat unsatisfied","Better","Satisfied",.m,.m,.m,"Satisfied","Satisfied","Satisfied","Satisfied","Somewhat unsatisfied","Satisfied","Somewhat unsatisfied","Satisfied","Satisfied","Somewhat unsatisfied","N","Y","Y","Same","Same","Same","Same","Same","Same","Same","Same","Same","Same","N","Y","Y","Y","Y","Y","Y",10,"Worse","Worse",.m,.m,"Higher","Worse",.m,"Better","Yes","Yes","Yes","Yes",10,"Owned","Semi-pucca","Y",1,0,0,1,0,0,"Others","Others",.n,"Others","Others",.n,0,0,0,"Tube Well",.m,"Tube Well",.m,"Electricity",.m,.m,"Firewood",.m,.m,"Y","N","N","Y",0,0,0,0,0,0,0,0,0,0,"Higher","Higher",4000,450,.m,0,0,1000,.m,0,0,0,10000,0,6000,1,100000,0,.n,0,.n,1,100000,0,.n,0,.n,"O",.x,"Y",600000,"N","N",.n,"",.n,.n,"O",.x,"Y",500,"Y","N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"O",.x,"Y",5000,"Y","N",.n,"",.n,.n,"N",.n,"",.n,.n,1,7,5
1016,0,3,2,"Householdhead","26/6/13","Male",60,"Married","Non","International migrants","Shatihati","0",0,0,"No",.n,0,0,0,"No","Yes","Temporary","Muslim","Not","Irregular",0,"Unemployed",.n,.n,.c,.c,.c,.c,.n,.n,.n,.c,.c,.c,.c,.n,.n,"No",".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Satisfied","Worse","Satisfied","Not much","Not much","Not much","Satisfied","Satisfied","Somewhat unsatisfied","Satisfied","Somewhat unsatisfied","Satisfied","Somewhat unsatisfied","Satisfied","Satisfied",.m,"N","Y","Y","Same","Same","Same","Same","Same","Same","Same","Same","Same",.m,"N","Y","Y","Y","Y","Y","Y",10,.m,"Higher",.m,"Higher","Worse","Higher",.m,"Worse","Yes","Yes","Yes","Yes",10,"Owned","Pucca","Y",4,0,1,0,0,0,"Others","Others",.n,"Income Recipient","Income Recipient",.n,0,40,0,"Tube Well",.m,"Tube Well",.m,"Electricity",.m,.m,"Firewood",.m,.m,"Y","N","N","Y",0,0,0,0,0,0,.m,0,0,0,"Higher","Higher",4500,300,.m,1500,0,3000,2000,0,20000,150,40000,0,10000,0,.n,0,.n,0,.n,0,.n,0,.n,0,.n,"N",.n,"",.n,.n,"O",.x,"Y",3000000,"Y","N",.n,"",.n,.n,"O",.x,"Y",500,.c,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"O",1990,"",10000,.m,"N",.n,"",.n,.n,"O",2010,"",4000,"Y","N",.n,"",.n,.n,"N",.n,"",.n,.n,1,7,5
1017,0,5,5,"Householdhead","26/6/13","Male",32,"Married","Non","No migrants","Roail","0",0,0,"No",.n,0,.n,.n,"No","No",.n,"Hindu","Moderate",.n,.n,"Employed",.n,"Weaving",8,7,12,25,6000,.c,.m,.c,.c,.c,.c,.n,.n,"Yes",.m,.n,.n,.m,6000,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Somewhat unsatisfied","Better","Satisfied","Somewhat","Not much","Not much","Satisfied","Somewhat unsatisfied","Somewhat unsatisfied","Somewhat unsatisfied","Satisfied","Satisfied","Somewhat unsatisfied","Satisfied","Satisfied","Quite satisfied","Y",.m,"Y","Worse","Better","Same","Same","Same","Same","Worse","Same","Same","Worse","Y","Y","Y",.m,"Y","Y","Y",5,"Worse","Same",.m,"Worse","Worse",.m,.m,"Worse","Yes","Yes","Yes","Yes",5,"Owned","Kacha","Y",1,0,0,1,0,0,"Manufacture","Manufacture",.n,"Manufacture","Manufacture",.n,0,0,0,"Tube Well",.m,"Tube Well",.m,"Electricity",.m,.m,"Firewood",.m,.m,"Y","N","N","Y",0,0,0,0,0,0,0,0,0,0,"Same","Higher",3000,150,9500,0,600,500,500,0,0,0,0,150,6000,0,.n,1,1000,0,.n,1,7000,0,.n,0,.n,"N",.n,"",.n,.n,"O",2011,"",20000,.m,"N",.n,"",.n,.n,"O",2010,"",1000,.m,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,7,5
1019,0,3,2,"Householdhead","26/6/13","Female",15,"Married","Non","International migrants","Shatihati","0",0,6,"No",.n,6,5,0,"No","No",.n,"Muslim","Very","Never",0,"Employed",.n,"Weaving",.c,.c,12,1,400,.c,.m,.c,.c,.c,.c,.n,.n,"No",".n",.n,.n,.n,.n,.m,"1",.n,.m,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,"Satisfied","Better","Satisfied","Not at all","Somewhat","Somewhat","Satisfied",.m,"Satisfied","Satisfied","Satisfied",.m,"Quite satisfied",.m,.m,"Satisfied",.m,"Y","Y",.m,"Worse",.m,.m,"Worse",.m,.m,.m,.m,"Same",.m,"Y","Y","Y","Y","Y",.m,,.m,.m,"Higher",.m,.m,"Higher","Higher",.m,"Yes",.m,"Yes",.m,.m,"Owned","Kacha","Y",1,1,0,1,0,0,.n,"Others",5,"Service","Service",.n,2,0,0,"Tube Well",.m,"Tube Well",.m,"Kerosense",.m,.m,"Firewood",.m,.m,"N","N","N","Y",0,0,6,0,0,0,0,0,0,0,,.m,.m,20,0,0,0,320,.m,0,0,0,,30,4000,0,.n,1,.m,1,10000,0,.n,0,.n,0,.n,"O",.m,"",.m,.m,"O",2011,"",.m,.m,"N",.n,"",.n,.n,"O",2012,"",.m,"Y","N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"O",.m,"",.m,.m,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,7,5
1020,0,7,6,"Householdhead","26/6/13","Male",70,"Married","Non","International migrants","Shatihati","0",0,4,"No",.n,4,.m,0,"No","No",.n,"Muslim","Very","Regular",3,"Employed",.n,"Agricultural Sharecropping",12,7,12,20,.m,.c,.m,.c,.c,.c,.c,.n,.n,"No",".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Quite satisfied","Same","Satisfied","Not at all",.m,.m,"Satisfied","Satisfied",.m,"Quite satisfied","Satisfied",.m,"Completely satisfied","Satisfied","Satisfied","Satisfied","Y",.m,"Y","Same","Better",.m,"Same","Same",.m,"Same","Same","Same","Same","N","Y","Y",.m,"Y","Y","Y",5,"Higher",.m,.m,"Same","Higher","Same",.m,"Same","Yes","Yes","Yes","Yes",5,"Owned","Semi-pucca","Y",4,1,0,1,0,0,.n,"Agriculture","Others",.n,"Agriculture","Remittance",10,0,80,"Tube Well",.m,"Tube Well",.m,"Kerosense",.m,.m,"Dung/leaves/straw",.m,.m,"N","N","N","Y",3,0,0,0,0,0,1500,0,0,0,"Higher",.m,3000,.m,0,.m,0,2000,400,0,4000,300,5000,30,6000,0,.n,1,.m,0,.n,1,20000,0,.n,0,.n,"O",.c,"",.c,"N","N",.n,"",.n,.n,"O",2013,"",.m,"Y","N",.n,"",.n,.n,"N",.n,"",.n,.n,"O",2009,"",2000,"N","N",.n,"",.n,.n,"N",.n,"",.n,.n,"O",.m,"",.m,"N","N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,.m,.m,"",.m,.m,1,7,5
102,0,7,6,"Householdhead","24/6/13","Female",67,"Married","Non","International migrants","Shatihati","0",0,0,"No",.n,0,.m,.n,"No","No",.n,"Muslim","Very","Regular",5,"Unemployed",.n,.n,.c,.c,.c,.c,.n,.n,.n,.c,.c,.c,.c,.n,.n,.m,".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Satisfied","Worse","Satisfied","Not at all","Somewhat","Not at all","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied",.m,"Y",.m,.m,"Better","Better","Better","Better","Same","Same","Better","Worse","Same",.m,"Y","Y","Y",.m,"Y",.m,"Y",,.m,"Same",.m,"Higher",.m,"Same",.m,"Better","Yes","Yes","Yes","Yes",.m,"Owned","Semi-pucca","Y",3,4,0,0,0,1,"Service","Service",.n,"Service","Service",.n,60,0,0,"Tube Well",.m,"Tube Well",.m,"Electricity",.m,.m,"Firewood",.m,.m,"Y","N","N","Y",0,0,0,0,0,0,0,0,0,0,"Higher","Lower",6000,1200,.m,.m,1000,1000,2000,500,.m,1000,10000,100,10000,1,100000,0,.n,0,.n,0,.n,1,300000,0,.n,"O",2003,"",10000,.m,"O",1963,"",900000,.m,"N",.n,"",.n,.n,"O",2011,"",600,.m,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"O",2009,"",700,.m,"N",.n,"",.n,.n,"O",1963,"",2000,.m,"N",.n,"",.n,.n,"O",2013,"",3000,.m,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,5,3
1021,0,3,3,"Householdhead","4/7/13","Female",60,"Widowed","Non","No migrants","Shatihati","0",0,5,"No",.n,5,0,0,"No","No",.n,"Muslim","Very","Never",3,"Unemployed",.n,.n,.c,.c,.c,.c,.n,.n,.n,.c,.c,.c,.c,.n,.n,"No",".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Satisfied","Better","Satisfied","All day","Not at all","Not at all","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied",.m,"N",.m,.m,"Same","Same","Same","Same","Same","Same","Same","Same","Same",.m,"N","Y","Y",.m,"Y",.m,"Y",,.m,"Higher",.m,"Higher",.m,.m,.m,"Same","Yes","Yes","Yes","Yes",.m,"Owned","Kacha","Y",2,0,0,1,0,0,"Others","Others",.n,"Others","Others",.n,0,100,0,"Tube Well",.m,"Tube Well",.m,"Electricity",.m,.m,"Firewood",.m,.m,"Y","N","N","Y",0,0,0,0,0,0,0,0,0,1030,"Higher",.m,1000,250,0,0,1500,1000,200,0,0,0,0,30,6000,0,.n,0,.n,1,0,0,.n,0,.n,0,.n,"N",.n,"",.n,.n,"O",.x,"Y",.m,.m,"N",.n,"",.n,.n,"O",.x,"Y",.m,.m,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"O",.x,"Y",.m,.m,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,15,6
1022,0,5,4,"Householdhead","4/7/13","Female",40,"Married","Non","International migrants","Shatihati","0",0,0,"No",.n,0,0,0,"Yes","No",.n,"Muslim","Moderate","Never",0,"Unemployed",.n,.n,.c,.c,.c,.c,.n,.n,.n,.c,.c,.c,.c,.n,.n,"No",".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Satisfied","Better","Satisfied","Not much","Somewhat","Not at all","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied",.m,"Y",.m,.m,"Worse","Worse","Worse","Worse","Worse","Worse","Worse","Worse","Worse",.m,"Y","Y","Y",.m,"Y",.m,"Y",,.m,"Same",.m,"Same","Same",.m,.m,"Worse","Yes","Yes","Yes","Yes",.m,"Owned","Kacha","Y",1,0,0,1,0,0,"Service","Service",.n,"Remittance","Remittance",.n,0,0,0,"Tube Well",.m,"Tube Well",.m,"Kerosense",.m,.m,"Firewood",.m,.m,"N","N","N","Y",0,0,0,0,0,0,0,0,0,0,"Higher",.m,2000,0,0,0,1000,500,200,0,0,0,6000,30,5000,0,.n,0,.n,0,.n,1,7000,0,.n,0,.n,"N",.n,"",.n,.n,"O",2003,"",10000,"N","N",.n,"",.n,.n,"O",2009,"",800,"N","N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,15,6
